@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
222,'2024/02/28 01:11:38:177',2,0.059685,0.203496,-0.754625,0.326096,-3.085065,-1.185988,0,1,0
223,'2024/02/28 01:11:38:210',2,-0.000095,0.03179,-0.253566,0.21151,-3.06339,-1.179934,0,1,0
224,'2024/02/28 01:11:38:244',2,0.117743,0.021205,0.357826,0.098958,-3.07379,-1.173388,0,1,0
225,'2024/02/28 01:11:38:277',2,-0.078501,-0.052026,0.63412,0.033781,-3.083553,-1.178497,0,1,0
226,'2024/02/28 01:11:38:311',2,-0.109648,-0.035938,0.791569,0.004284,-3.097509,-1.182208,0,1,0
227,'2024/02/28 01:11:38:344',2,-0.129488,0.019251,0.638189,0.025495,-3.099133,-1.183367,0,1,0
228,'2024/02/28 01:11:38:377',2,-0.10003,0.027675,0.451836,0.070519,-3.102615,-1.181921,0,1,0
229,'2024/02/28 01:11:38:409',2,-0.111807,0.053258,0.258958,0.144258,-3.124621,-1.173999,0,1,0
230,'2024/02/28 01:11:38:444',2,0.065047,0.13959,-0.121722,0.230602,-3.135842,-1.168788,0,1,0
231,'2024/02/28 01:11:38:477',2,0.000308,0.112896,-0.286164,0.297071,-3.125296,-1.173083,0,1,0
232,'2024/02/28 01:11:38:510',2,0.029562,0.117823,-0.446459,0.350251,-3.123602,-1.174491,0,1,0
233,'2024/02/28 01:11:38:543',2,0.05289,0.082647,-0.575143,0.367554,-3.11855,-1.175779,0,1,0
234,'2024/02/28 01:11:38:576',2,0.088732,0.094773,-0.672978,0.350275,-3.103665,-1.177618,0,1,0
235,'2024/02/28 01:11:38:610',2,0.045863,0.090677,-0.570658,0.285106,-3.080644,-1.178682,0,1,0
236,'2024/02/28 01:11:38:644',2,0.096307,0.023565,-0.155483,0.188482,-3.077634,-1.177318,0,1,0
237,'2024/02/28 01:11:38:677',2,0.012289,-0.000157,0.314171,0.105307,-3.084431,-1.180309,0,1,0
238,'2024/02/28 01:11:38:711',2,-0.067131,-0.027719,0.584575,0.039522,-3.094855,-1.185821,0,1,0
239,'2024/02/28 01:11:38:746',2,-0.13464,-0.031664,0.757991,0.019332,-3.102739,-1.189183,0,1,0
240,'2024/02/28 01:11:38:777',2,-0.121132,0.003733,0.617302,0.040625,-3.110121,-1.189401,0,1,0
241,'2024/02/28 01:11:38:810',2,-0.150316,0.033908,0.395692,0.097003,-3.11809,-1.187134,0,1,0
242,'2024/02/28 01:11:38:844',2,-0.045699,0.070037,0.171688,0.160121,-3.131375,-1.180628,0,1,0
243,'2024/02/28 01:11:38:878',2,-0.036957,0.075842,-0.042563,0.241356,-3.140712,-1.177762,0,1,0
244,'2024/02/28 01:11:38:911',2,-0.015216,0.142726,-0.300903,0.318349,3.135661,-1.172302,0,1,0
245,'2024/02/28 01:11:38:944',2,0.094863,0.119719,-0.435202,0.363447,-3.137251,-1.171609,0,1,0
246,'2024/02/28 01:11:38:978',2,0.096421,0.073353,-0.48711,0.38445,-3.125427,-1.174721,0,1,0
247,'2024/02/28 01:11:39:011',2,0.110263,0.097837,-0.605908,0.368168,-3.112686,-1.180478,0,1,0
248,'2024/02/28 01:11:39:044',2,0.020046,0.124428,-0.644592,0.319214,-3.090149,-1.184601,0,1,0
249,'2024/02/28 01:11:39:088',2,0.03048,0.042758,-0.221919,0.220239,-3.077494,-1.179378,0,1,0
250,'2024/02/28 01:11:39:112',2,0.037822,-0.00288,0.211695,0.118598,-3.082062,-1.176607,0,1,0
251,'2024/02/28 01:11:39:144',2,-0.084346,-0.029818,0.475098,0.055522,-3.079762,-1.179951,0,1,0
252,'2024/02/28 01:11:39:177',2,-0.092849,-0.039012,0.762154,0.020834,-3.082508,-1.181329,0,1,0
253,'2024/02/28 01:11:39:211',2,-0.115468,-0.032061,0.731528,0.037054,-3.086478,-1.183844,0,1,0
254,'2024/02/28 01:11:39:269',2,-0.112342,0.053295,0.519131,0.087265,-3.081612,-1.182706,0,1,0
255,'2024/02/28 01:11:39:277',2,-0.151796,0.067817,0.274989,0.17494,-3.045546,-1.174065,0,1,0
256,'2024/02/28 01:11:39:311',2,-0.015313,0.178355,0.18999,0.298938,-2.93207,-1.15507,0,1,0
257,'2024/02/28 01:11:39:343',2,0.083082,0.236256,0.171258,0.431481,-2.749877,-1.149818,0,1,0
258,'2024/02/28 01:11:39:377',2,0.271831,0.22782,0.136167,0.597119,-2.450175,-1.179621,0,1,0
259,'2024/02/28 01:11:39:411',2,0.422404,0.256886,0.288158,0.741017,-2.081419,-1.277714,0,1,0
260,'2024/02/28 01:11:39:444',2,0.512171,0.215437,0.255186,0.824226,-1.743813,-1.430873,0,1,0
261,'2024/02/28 01:11:39:477',2,0.596729,0.242042,0.019893,0.845538,-1.378813,-1.645727,0,1,0
262,'2024/02/28 01:11:39:511',2,0.520952,0.195067,-0.139372,0.798759,-1.139189,-1.794789,0,1,0
263,'2024/02/28 01:11:39:543',2,0.363785,0.188318,-0.288836,0.754718,-1.081013,-1.829922,0,1,0
264,'2024/02/28 01:11:39:588',2,0.271976,0.208816,-0.296871,0.731968,-1.176729,-1.781322,0,1,0
265,'2024/02/28 01:11:39:611',2,0.22608,0.171304,-0.286168,0.714576,-1.39172,-1.665376,0,1,0
266,'2024/02/28 01:11:39:644',2,0.071922,0.095064,-0.22216,0.677032,-1.58915,-1.546637,0,1,0
267,'2024/02/28 01:11:39:682',2,-0.22717,-0.026953,-0.09223,0.621086,-1.78969,-1.414667,0,1,0
268,'2024/02/28 01:11:39:711',2,-0.05494,-0.056411,0.028144,0.558636,-1.978298,-1.293072,0,1,0
269,'2024/02/28 01:11:39:745',2,-0.022675,-0.13451,0.287132,0.489616,-2.159977,-1.203254,0,1,0
270,'2024/02/28 01:11:39:778',2,0.072656,-0.058325,0.540995,0.414736,-2.367745,-1.155164,0,1,0
271,'2024/02/28 01:11:39:812',2,-0.120044,-0.103154,0.474163,0.378999,-2.498037,-1.172667,0,1,0
272,'2024/02/28 01:11:39:844',2,-0.279037,-0.026918,0.197038,0.379643,-2.636877,-1.203432,0,1,0
273,'2024/02/28 01:11:39:877',2,-0.152048,0.104628,-0.123677,0.401756,-2.755618,-1.214722,0,1,0
274,'2024/02/28 01:11:39:911',2,-0.004114,0.112691,-0.235558,0.414131,-2.819175,-1.217021,0,1,0
275,'2024/02/28 01:11:39:944',2,0.023048,0.064947,-0.248374,0.408339,-2.870089,-1.219662,0,1,0
276,'2024/02/28 01:11:40:075',2,0.085851,0.082607,-0.372147,0.379164,-2.919956,-1.220316,0,1,0
277,'2024/02/28 01:11:40:076',2,0.13064,0.146795,-0.501125,0.325566,-2.951827,-1.223686,0,1,0
278,'2024/02/28 01:11:40:077',2,0.012127,0.152537,-0.481839,0.224486,-2.964276,-1.229996,0,1,0
279,'2024/02/28 01:11:40:077',2,-0.102937,0.010431,0.298084,0.101502,-2.974324,-1.221127,0,1,0
280,'2024/02/28 01:11:40:110',2,-0.029983,-0.086136,0.604383,0.032644,-2.981183,-1.213153,0,1,0
281,'2024/02/28 01:11:40:158',2,-0.089444,-0.074588,0.768255,0.007398,-2.975617,-1.215802,0,1,0
282,'2024/02/28 01:11:40:179',2,-0.15154,0.007089,0.472447,0.029417,-2.970726,-1.225447,0,1,0
283,'2024/02/28 01:11:40:298',2,-0.197442,0.010544,0.26206,0.064911,-2.974272,-1.229693,0,1,0
284,'2024/02/28 01:11:40:307',2,-0.186817,-0.009209,0.099183,0.116482,-2.992516,-1.224154,0,1,0
285,'2024/02/28 01:11:40:307',2,-0.129908,0.041331,-0.197224,0.173007,-3.025258,-1.205062,0,1,0
286,'2024/02/28 01:11:40:424',2,0.045563,0.060526,-0.411357,0.212575,-3.029622,-1.189337,0,1,0
287,'2024/02/28 01:11:40:425',2,0.036259,0.026618,-0.344356,0.23197,-3.011022,-1.175609,0,1,0
288,'2024/02/28 01:11:40:425',2,0.151475,0.017845,-0.25167,0.229589,-3.006561,-1.159101,0,1,0
289,'2024/02/28 01:11:40:425',2,0.166704,0.010611,-0.151916,0.215944,-3.004347,-1.149346,0,1,0
290,'2024/02/28 01:11:40:444',2,0.144775,0.007464,-0.045749,0.196656,-2.999406,-1.144589,0,1,0
291,'2024/02/28 01:11:40:603',2,0.115598,0.038293,0.000605,0.177778,-2.994796,-1.146935,0,1,0
292,'2024/02/28 01:11:40:605',2,0.044025,0.057304,0.062574,0.158044,-2.995535,-1.154675,0,1,0
293,'2024/02/28 01:11:40:606',2,-0.045245,0.052031,0.168119,0.132543,-3.005573,-1.167585,0,1,0
294,'2024/02/28 01:11:40:606',2,-0.12929,0.004865,0.263387,0.115718,-3.024333,-1.178091,0,1,0
295,'2024/02/28 01:11:40:613',2,-0.157399,-0.043325,0.244263,0.114687,-3.045637,-1.185137,0,1,0
296,'2024/02/28 01:11:40:759',2,-0.113751,-0.037793,0.105411,0.133271,-3.054697,-1.185352,0,1,0
297,'2024/02/28 01:11:40:761',2,-0.085061,-0.042332,-0.022699,0.154124,-3.058475,-1.1809,0,1,0
298,'2024/02/28 01:11:40:762',2,0.008241,-0.004129,-0.203725,0.174226,-3.072824,-1.171834,0,1,0
299,'2024/02/28 01:11:40:762',2,0.04139,-0.021162,-0.316776,0.181121,-3.072731,-1.168883,0,1,0
300,'2024/02/28 01:11:40:777',2,0.028688,-0.009385,-0.371523,0.171075,-3.06544,-1.165881,0,1,0
301,'2024/02/28 01:11:40:852',2,0.079094,0.077167,-0.420429,0.137537,-3.045592,-1.161613,0,1,0
302,'2024/02/28 01:11:40:853',2,0.028682,0.088458,-0.303691,0.072377,-3.018606,-1.160236,0,1,0
303,'2024/02/28 01:11:40:877',2,0.04792,-0.0194,0.243681,0.004511,-3.031989,-1.154369,0,1,0
304,'2024/02/28 01:11:40:980',2,0.005011,-0.050845,0.689844,-0.041411,-3.052372,-1.158807,0,1,0
305,'2024/02/28 01:11:40:980',2,-0.116905,-0.014843,0.660139,-0.034946,-3.06788,-1.166298,0,1,0
306,'2024/02/28 01:11:40:980',2,-0.112878,0.065399,0.401462,-0.000122,-3.070145,-1.168576,0,1,0
307,'2024/02/28 01:11:41:010',2,-0.072785,0.034591,0.189256,0.056273,-3.073792,-1.168454,0,1,0
308,'2024/02/28 01:11:41:156',2,-0.046867,0.067914,-0.021813,0.121051,-3.084264,-1.168182,0,1,0
309,'2024/02/28 01:11:41:157',2,0.010959,0.074437,-0.25006,0.180317,-3.081715,-1.172144,0,1,0
310,'2024/02/28 01:11:41:158',2,-0.019329,0.027622,-0.35927,0.214287,-3.079115,-1.174834,0,1,0
311,'2024/02/28 01:11:41:158',2,0.048623,-0.006274,-0.499565,0.228528,-3.080103,-1.174031,0,1,0
312,'2024/02/28 01:11:41:177',2,0.054507,0.0213,-0.563695,0.209334,-3.069396,-1.172808,0,1,0
313,'2024/02/28 01:11:41:333',2,0.045735,0.043932,-0.559187,0.161747,-3.054931,-1.168864,0,1,0
314,'2024/02/28 01:11:41:333',2,0.036806,0.037157,-0.18537,0.073218,-3.044945,-1.160582,0,1,0
315,'2024/02/28 01:11:41:333',2,0.024318,0.001799,0.293547,-0.017138,-3.052952,-1.155085,0,1,0
316,'2024/02/28 01:11:41:334',2,-0.028768,-0.014737,0.663672,-0.062706,-3.064236,-1.156136,0,1,0
317,'2024/02/28 01:11:41:344',2,-0.120773,0.016644,0.762715,-0.064868,-3.072851,-1.16123,0,1,0
318,'2024/02/28 01:11:41:510',2,-0.157401,0.075858,0.513334,-0.026012,-3.072643,-1.162044,0,1,0
319,'2024/02/28 01:11:41:510',2,-0.142174,0.067044,0.200663,0.028885,-3.078269,-1.156494,0,1,0
320,'2024/02/28 01:11:41:510',2,-0.129316,0.081858,-0.017975,0.080526,-3.096093,-1.142944,0,1,0
321,'2024/02/28 01:11:41:510',2,-0.013057,0.062084,-0.205445,0.129723,-3.101846,-1.127825,0,1,0
322,'2024/02/28 01:11:41:510',2,0.102177,0.041874,-0.314745,0.174425,-3.098316,-1.114041,0,1,0
323,'2024/02/28 01:11:41:544',2,0.167692,0.019607,-0.338812,0.197836,-3.09863,-1.10696,0,1,0
324,'2024/02/28 01:11:41:689',2,0.174284,0.00368,-0.379664,0.200968,-3.102389,-1.108392,0,1,0
325,'2024/02/28 01:11:41:690',2,0.126254,0.051666,-0.526881,0.181724,-3.092654,-1.117045,0,1,0
326,'2024/02/28 01:11:41:690',2,0.078999,0.112125,-0.541172,0.125423,-3.073435,-1.127726,0,1,0
327,'2024/02/28 01:11:41:690',2,-0.021557,0.04133,-0.100735,0.047986,-3.075072,-1.134238,0,1,0
328,'2024/02/28 01:11:41:710',2,-0.061849,0.039473,0.493149,-0.036662,-3.09738,-1.141093,0,1,0
329,'2024/02/28 01:11:41:788',2,-0.124228,-0.042048,0.780459,-0.077786,-3.111796,-1.148046,0,1,0
330,'2024/02/28 01:11:41:789',2,-0.10066,-0.016609,0.80351,-0.064414,-3.1157,-1.15106,0,1,0
331,'2024/02/28 01:11:41:812',2,-0.084934,0.062027,0.442306,-0.00879,-3.116004,-1.151697,0,1,0
332,'2024/02/28 01:11:41:960',2,-0.07607,0.058337,0.24895,0.055466,-3.126452,-1.148798,0,1,0
333,'2024/02/28 01:11:41:960',2,0.007363,0.103247,0.026313,0.143257,3.139797,-1.145153,0,1,0
334,'2024/02/28 01:11:41:960',2,0.041912,0.116526,-0.310258,0.229669,-3.140343,-1.14944,0,1,0
335,'2024/02/28 01:11:41:960',2,0.032522,0.126005,-0.429893,0.2843,-3.136596,-1.155546,0,1,0
336,'2024/02/28 01:11:41:977',2,0.069304,0.083553,-0.547662,0.314736,-3.135416,-1.164025,0,1,0
337,'2024/02/28 01:11:42:137',2,0.057171,0.112501,-0.673559,0.306054,-3.124441,-1.173504,0,0.96,0
338,'2024/02/28 01:11:42:137',2,0.016746,0.138395,-0.689347,0.257993,-3.099185,-1.182494,0,0.96,0
339,'2024/02/28 01:11:42:137',2,-0.045903,0.037632,-0.300081,0.155769,-3.082916,-1.187077,0,0.96,0
340,'2024/02/28 01:11:42:137',2,-0.047826,0.00591,0.333959,0.047798,-3.092312,-1.18366,0,0.96,0
341,'2024/02/28 01:11:42:144',2,-0.08379,-0.064177,0.703463,-0.01393,-3.091323,-1.1802,0,0.96,0
342,'2024/02/28 01:11:42:177',2,-0.096385,-0.02638,0.838277,-0.028994,-3.093805,-1.177142,0,0.96,0
343,'2024/02/28 01:11:42:314',2,-0.102815,0.069099,0.528994,0.003578,-3.092257,-1.176321,0,0.96,0
344,'2024/02/28 01:11:42:317',2,-0.081702,0.048562,0.353485,0.051804,-3.089412,-1.176589,0,0.96,0
345,'2024/02/28 01:11:42:389',2,-0.095932,0.032122,0.168716,0.124884,-3.102136,-1.173966,0,0.96,0
346,'2024/02/28 01:11:42:392',2,-0.050315,0.117522,-0.168013,0.207213,-3.127706,-1.161887,0,0.96,0
347,'2024/02/28 01:11:42:473',2,0.06181,0.10822,-0.393959,0.269743,-3.12817,-1.156487,0,0.96,0
348,'2024/02/28 01:11:42:475',2,0.068374,0.078121,-0.452131,0.312411,-3.125669,-1.15455,0,0.96,0
349,'2024/02/28 01:11:42:475',2,0.097972,0.046403,-0.517314,0.319159,-3.130686,-1.156176,0,0.96,0
350,'2024/02/28 01:11:42:475',2,0.077127,0.070984,-0.613937,0.297299,-3.118952,-1.160747,0,0.96,0
351,'2024/02/28 01:11:42:477',2,0.077693,0.118548,-0.57842,0.233236,-3.086663,-1.167219,0,0.96,0
352,'2024/02/28 01:11:42:511',2,0.051778,0.042097,-0.014136,0.138702,-3.073097,-1.171621,0,0.96,0
353,'2024/02/28 01:11:42:649',2,-0.014627,0.01096,0.309024,0.061795,-3.076122,-1.176191,0,0.96,0
354,'2024/02/28 01:11:42:650',2,-0.090007,-0.038575,0.744731,0.003982,-3.078802,-1.181832,0,0.96,0
355,'2024/02/28 01:11:42:650',2,-0.078613,-0.01938,0.866837,0.003157,-3.080642,-1.187833,0,0.96,0
356,'2024/02/28 01:11:42:650',2,-0.141127,0.052395,0.536067,0.047408,-3.085208,-1.194239,0,0.96,0
357,'2024/02/28 01:11:42:677',2,-0.164678,0.054866,0.250055,0.116776,-3.09892,-1.193656,0,0.96,0
358,'2024/02/28 01:11:42:711',2,-0.099941,0.083272,0.026584,0.183419,-3.114923,-1.186271,0,0.96,0
359,'2024/02/28 01:11:42:744',2,-0.00042,0.108952,-0.262654,0.259104,-3.127709,-1.17746,0,0.96,0
360,'2024/02/28 01:11:42:777',2,0.060166,0.100563,-0.475163,0.312263,-3.128395,-1.172332,0,0.96,0
361,'2024/02/28 01:11:42:812',2,0.093795,0.061129,-0.492092,0.328334,-3.126166,-1.170559,0,0.96,0
362,'2024/02/28 01:11:42:852',2,0.119294,0.047059,-0.530062,0.315368,-3.122138,-1.171549,0,0.96,0
363,'2024/02/28 01:11:42:877',2,0.100092,0.020925,-0.424885,0.272325,-3.112555,-1.174992,0,0.95,0
364,'2024/02/28 01:11:42:910',2,0.082047,0.05069,-0.347066,0.217969,-3.100508,-1.180293,0,0.95,0
365,'2024/02/28 01:11:42:945',2,-0.004024,0.074855,-0.036929,0.135527,-3.083945,-1.18911,0,0.95,0
366,'2024/02/28 01:11:42:978',2,-0.075892,0.047588,0.292625,0.051823,-3.076757,-1.195337,0,0.95,0
367,'2024/02/28 01:11:43:011',2,-0.048693,-0.011355,0.619158,0.004483,-3.073809,-1.199453,0,0.95,0
368,'2024/02/28 01:11:43:044',2,-0.098921,-0.021757,0.667534,-0.006635,-3.071693,-1.207191,0,0.95,0
369,'2024/02/28 01:11:43:077',2,-0.156785,0.008813,0.552923,0.021159,-3.082158,-1.214477,0,0.96,0
370,'2024/02/28 01:11:43:111',2,-0.150273,0.046124,0.366454,0.06662,-3.095795,-1.217564,0,0.96,0
371,'2024/02/28 01:11:43:144',2,-0.096904,0.033002,0.164988,0.140412,-3.116343,-1.217346,0,0.96,0
372,'2024/02/28 01:11:43:177',2,-0.108786,0.07378,-0.116239,0.223853,-3.133711,-1.21449,0,0.96,0
373,'2024/02/28 01:11:43:212',2,-0.038799,0.100108,-0.283461,0.286968,3.139927,-1.208987,0,0.96,0
374,'2024/02/28 01:11:43:243',2,0.018381,0.067373,-0.453207,0.338073,3.140859,-1.204292,0,0.97,0
375,'2024/02/28 01:11:43:277',2,0.036293,0.033152,-0.524463,0.357702,-3.137186,-1.201518,0,0.97,0
376,'2024/02/28 01:11:43:311',2,0.069723,0.054224,-0.661889,0.345626,-3.127753,-1.198911,0,0.97,0
377,'2024/02/28 01:11:43:344',2,0.002799,0.114484,-0.723544,0.28503,-3.097305,-1.195617,0,0.97,0
378,'2024/02/28 01:11:43:378',2,0.082344,0.065208,-0.302662,0.179637,-3.087543,-1.184649,0,0.97,0
379,'2024/02/28 01:11:43:411',2,0.106272,0.041119,0.051843,0.082365,-3.086421,-1.181439,0,0.97,0
380,'2024/02/28 01:11:43:444',2,-0.027635,0.053649,0.572894,-0.013551,-3.095981,-1.180148,0,0.97,0
381,'2024/02/28 01:11:43:478',2,-0.071288,0.020474,0.901744,-0.063828,-3.106066,-1.182123,0,0.97,0
382,'2024/02/28 01:11:43:512',2,-0.10769,0.033013,0.871319,-0.053438,-3.106112,-1.18519,0,0.97,0
383,'2024/02/28 01:11:43:545',2,-0.101419,0.094931,0.47134,0.001776,-3.099643,-1.187204,0,0.97,0
384,'2024/02/28 01:11:43:578',2,-0.054584,0.070733,0.210088,0.065439,-3.10094,-1.186905,0,0.97,0
385,'2024/02/28 01:11:43:610',2,-0.027895,0.108509,-0.022426,0.146863,-3.11128,-1.185869,0,0.97,0
386,'2024/02/28 01:11:43:644',2,0.030546,0.107522,-0.347739,0.223686,-3.110528,-1.187385,0,0.97,0
387,'2024/02/28 01:11:43:678',2,0.056063,0.068153,-0.380572,0.269161,-3.103782,-1.189267,0,0.97,0
388,'2024/02/28 01:11:43:710',2,0.106079,0.035728,-0.377476,0.298551,-3.108795,-1.192197,0,0.97,0
389,'2024/02/28 01:11:43:744',2,0.086604,0.01352,-0.472969,0.305833,-3.110903,-1.198105,0,0.97,0
390,'2024/02/28 01:11:43:777',2,0.08858,0.041442,-0.572317,0.287831,-3.098037,-1.203501,0,0.97,0
391,'2024/02/28 01:11:43:811',2,0.054073,0.083563,-0.579994,0.228678,-3.076926,-1.208359,0,0.97,0
392,'2024/02/28 01:11:43:844',2,-0.034367,0.088075,-0.109925,0.124852,-3.082155,-1.209261,0,0.97,0
393,'2024/02/28 01:11:43:885',2,-0.057246,0.038692,0.419963,0.032747,-3.101532,-1.212139,0,0.97,0
394,'2024/02/28 01:11:43:912',2,-0.161873,-0.060361,0.776012,-0.03,-3.111202,-1.216787,0,0.97,0
395,'2024/02/28 01:11:43:944',2,-0.152901,0.005801,0.727076,-0.030749,-3.108132,-1.213746,0,0.97,0
396,'2024/02/28 01:11:43:977',2,-0.10542,0.072347,0.497063,-0.000255,-3.104731,-1.207167,0,0.97,0
397,'2024/02/28 01:11:44:012',2,-0.120403,0.044572,0.313984,0.052531,-3.114601,-1.198021,0,0.97,0
398,'2024/02/28 01:11:44:044',2,-0.065898,0.045616,0.098779,0.119109,-3.138729,-1.182483,0,0.97,0
399,'2024/02/28 01:11:44:078',2,0.010547,0.118705,-0.150602,0.184477,3.135542,-1.169884,0,0.97,0
400,'2024/02/28 01:11:44:110',2,0.067303,0.130283,-0.310026,0.248872,-3.140573,-1.160559,0,0.97,0
401,'2024/02/28 01:11:44:143',2,0.097914,0.069243,-0.425883,0.284761,-3.139591,-1.155696,0,0.97,0
402,'2024/02/28 01:11:44:177',2,0.091557,0.037037,-0.515825,0.290288,3.14147,-1.15489,0,0.97,0
403,'2024/02/28 01:11:44:211',2,0.092237,0.025638,-0.518759,0.26702,-3.13348,-1.154263,0,0.97,0
404,'2024/02/28 01:11:44:244',2,0.101043,0.013771,-0.387879,0.216789,-3.119951,-1.15572,0,0.97,0
405,'2024/02/28 01:11:44:325',2,0.055364,0.052765,-0.289613,0.157125,-3.109355,-1.159915,0,0.97,0
406,'2024/02/28 01:11:44:325',2,0.034603,0.059157,-0.019644,0.072725,-3.098975,-1.168534,0,0.97,0
407,'2024/02/28 01:11:44:344',2,-0.060482,0.041892,0.371033,0.001945,-3.098118,-1.178868,0,0.97,0
408,'2024/02/28 01:11:44:376',2,-0.128121,0.015788,0.681966,-0.049448,-3.107862,-1.191028,0,0.97,0
409,'2024/02/28 01:11:44:411',2,-0.186744,0.017146,0.71746,-0.053528,-3.111018,-1.200429,0,0.97,0
410,'2024/02/28 01:11:44:447',2,-0.202743,0.028863,0.551613,-0.024347,-3.11077,-1.201114,0,0.97,0
411,'2024/02/28 01:11:44:477',2,-0.185003,0.016646,0.227775,0.030735,-3.123675,-1.191426,0,0.97,0
412,'2024/02/28 01:11:44:510',2,-0.213129,0.051664,0.037954,0.095388,3.126514,-1.167166,0,0.97,0
413,'2024/02/28 01:11:44:544',2,0.001457,0.082895,-0.192777,0.152238,3.116018,-1.143981,0,0.97,0
414,'2024/02/28 01:11:44:577',2,0.029965,0.037472,-0.25436,0.209456,3.121527,-1.121387,0,0.97,0
415,'2024/02/28 01:11:44:611',2,0.151108,0.060002,-0.367045,0.250574,3.120816,-1.101322,0,0.97,0
416,'2024/02/28 01:11:44:646',2,0.187322,0.060095,-0.395648,0.267022,3.133055,-1.09509,0,0.97,0
417,'2024/02/28 01:11:44:677',2,0.193801,0.061815,-0.471351,0.261186,-3.132101,-1.095189,0,0.97,0
418,'2024/02/28 01:11:44:711',2,0.173891,0.04764,-0.367767,0.225714,-3.114377,-1.102775,0,0.97,0
419,'2024/02/28 01:11:44:744',2,0.134889,0.040832,-0.198001,0.1807,-3.108748,-1.113145,0,0.97,0
420,'2024/02/28 01:11:44:777',2,-0.007461,0.046417,0.04508,0.120622,-3.102326,-1.13079,0,0.97,0
421,'2024/02/28 01:11:44:812',2,-0.116993,0.025407,0.255698,0.061365,-3.106153,-1.147516,0,0.97,0
422,'2024/02/28 01:11:44:844',2,-0.182896,0.009576,0.445127,0.022945,-3.115922,-1.157999,0,0.97,0
423,'2024/02/28 01:11:44:876',2,-0.201167,-0.033652,0.633993,0.008981,-3.124344,-1.16374,0,0.97,0
424,'2024/02/28 01:11:44:911',2,-0.172291,-0.01045,0.515775,0.036342,-3.126388,-1.162667,0,0.97,0
425,'2024/02/28 01:11:44:944',2,-0.117146,0.038043,0.296379,0.079907,-3.130008,-1.156914,0,0.97,0
426,'2024/02/28 01:11:44:977',2,-0.065662,0.022435,0.101908,0.142207,-3.140086,-1.146303,0,0.97,0
427,'2024/02/28 01:11:45:010',2,-0.032623,0.082191,-0.06766,0.210746,3.124958,-1.131605,0,0.97,0
428,'2024/02/28 01:11:45:044',2,0.070862,0.101247,-0.226069,0.265962,3.121222,-1.121853,0,0.97,0
429,'2024/02/28 01:11:45:077',2,0.10099,0.090006,-0.295553,0.315505,3.128005,-1.119133,0,0.97,0
430,'2024/02/28 01:11:45:110',2,0.114627,0.04257,-0.393381,0.34195,3.124508,-1.121365,0,0.97,0
431,'2024/02/28 01:11:45:144',2,0.10426,0.016364,-0.4448,0.345283,3.125867,-1.127298,0,0.97,0
432,'2024/02/28 01:11:45:176',2,0.109289,0.031652,-0.521543,0.322524,-3.141121,-1.136644,0,0.97,0
433,'2024/02/28 01:11:45:211',2,0.064214,0.036867,-0.453302,0.269345,-3.124206,-1.146634,0,0.97,0
434,'2024/02/28 01:11:45:244',2,0.003983,0.051836,-0.282594,0.202681,-3.115762,-1.154446,0,0.97,0
435,'2024/02/28 01:11:45:277',2,-0.05949,0.025146,0.020451,0.113724,-3.112282,-1.162652,0,0.97,0
436,'2024/02/28 01:11:45:311',2,-0.137893,0.000849,0.443546,0.038273,-3.111215,-1.16576,0,0.97,0
437,'2024/02/28 01:11:45:344',2,-0.131892,-0.012553,0.708374,0.003759,-3.108653,-1.164696,0,0.97,0
438,'2024/02/28 01:11:45:377',2,-0.103497,0.011707,0.726939,0.008549,-3.110196,-1.164068,0,0.97,0
439,'2024/02/28 01:11:45:411',2,-0.106405,0.054375,0.469934,0.050032,-3.114752,-1.163992,0,0.97,0
440,'2024/02/28 01:11:45:444',2,-0.080892,0.069364,0.253507,0.103101,-3.117573,-1.161953,0,0.97,0
441,'2024/02/28 01:11:45:477',2,-0.026796,0.069179,-0.018437,0.176044,-3.122453,-1.157268,0,0.97,0
442,'2024/02/28 01:11:45:511',2,0.024017,0.095426,-0.270707,0.237201,-3.126883,-1.153134,0,0.97,0
443,'2024/02/28 01:11:45:544',2,0.05776,0.080748,-0.393381,0.288722,-3.130699,-1.150046,0,0.97,0
444,'2024/02/28 01:11:45:577',2,0.112084,0.037478,-0.42989,0.312305,-3.130825,-1.150974,0,0.97,0
445,'2024/02/28 01:11:54:478',3,0.078255,0.544004,0.461987,0.89965,-0.317032,-2.682582,0,0,1
446,'2024/02/28 01:11:54:631',3,0.335872,0.746679,0.778417,0.872614,-0.228595,-2.704022,0,0,1
447,'2024/02/28 01:11:54:632',3,0.526458,0.821444,0.943557,0.82257,-0.184506,-2.693726,0,0,1
448,'2024/02/28 01:11:54:632',3,0.558695,0.766621,1.197932,0.736455,-0.1997,-2.648113,0,0,1
449,'2024/02/28 01:11:54:632',3,0.54978,0.452908,1.114255,0.551038,-0.283747,-2.569167,0,0,1
450,'2024/02/28 01:11:54:644',3,-0.41946,0.354436,0.59228,0.263496,-0.445814,-2.51074,0,0,1
