@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
562,'2024/02/21 17:43:39:187',9,12.343503,1.330495,7.526445,7.217144,0.155425,3.996888,4.020508,0,0,0,0,0,0,1,0
563,'2024/02/21 17:43:39:222',9,12.263867,1.347526,7.43219,7.121139,0.157227,4.074655,4.085063,0,0,0,0,0,0,1,0
564,'2024/02/21 17:43:39:251',9,12.397574,1.35767,7.446466,7.163003,0.155592,4.021583,4.035496,0,0,0,0,0,0,1,0
565,'2024/02/21 17:43:39:285',9,12.183708,1.341469,7.524043,7.227639,0.160508,4.047206,4.0646,0,0,0,0,0,0,1,0
566,'2024/02/21 17:43:39:320',9,12.568569,1.366971,7.387143,7.082754,0.161782,4.113508,4.125313,0,0,0,0,0,0,1,0
567,'2024/02/21 17:43:42:954',10,12.114688,1.250828,8.536111,8.405548,-0.109893,2.908521,2.966805,0,0,0,0,0,0,1,0
568,'2024/02/21 17:43:42:983',10,12.109181,1.238538,8.543476,8.419511,-0.109232,2.868627,2.936499,0,0,0,0,0,0,1,0
569,'2024/02/21 17:43:43:018',10,12.113271,1.216542,8.494631,8.365904,-0.104128,2.91041,2.970507,0,0,0,0,0,0,1,0
570,'2024/02/21 17:43:43:053',10,12.151235,1.192063,8.450948,8.316534,-0.096846,2.897959,2.95337,0,0,0,0,0,0,1,0
571,'2024/02/21 17:43:43:088',10,12.16435,1.276345,8.409365,8.267891,-0.098924,2.887855,2.953206,0,0,0,0,0,0,1,0
572,'2024/02/21 17:43:43:117',10,11.912318,1.248067,8.392406,8.248993,-0.107082,3.05134,3.108958,0,0,0,0,0,0,1,0
573,'2024/02/21 17:43:43:117',10,11.912318,1.248067,8.392406,8.248993,-0.107082,3.05134,3.108958,0,0,0,0,0,0,1,0
574,'2024/02/21 17:43:43:151',10,11.89815,1.238926,8.431454,8.288952,-0.092863,2.972248,3.035182,0,0,0,0,0,0,1,0
575,'2024/02/21 17:43:43:186',10,12.034746,1.240303,8.419246,8.28437,-0.103516,2.952335,3.002095,0,0,0,0,0,0,1,0
576,'2024/02/21 17:43:43:221',10,11.970974,1.210402,8.427286,8.290387,-0.095615,2.94369,3.000779,0,0,0,0,0,0,1,0
577,'2024/02/21 17:43:43:250',10,11.964775,1.22635,8.366012,8.228272,-0.097095,2.968197,3.027453,0,0,0,0,0,0,1,0
578,'2024/02/21 17:43:43:285',10,11.850645,1.248819,8.352038,8.204951,-0.09789,2.981865,3.03773,0,0,0,0,0,0,1,0
579,'2024/02/21 17:43:43:320',10,11.760797,1.227362,8.168027,8.024201,-0.097536,3.151609,3.206022,0,0,0,0,0,0,1,0
580,'2024/02/21 17:43:43:355',10,11.838945,1.254345,8.142673,7.99587,-0.097345,3.127611,3.186082,0,0,0,0,0,0,1,0
581,'2024/02/21 17:43:43:384',10,11.751859,1.221478,8.085359,7.945743,-0.099188,3.265938,3.325309,0,0,0,0,0,0,1,0
582,'2024/02/21 17:43:43:418',10,11.844214,1.230215,8.12167,7.9847,-0.089834,3.075164,3.135482,0,0,0,0,0,0,1,0
583,'2024/02/21 17:43:43:453',10,11.777884,1.232511,8.113521,7.977801,-0.09924,3.336581,3.398546,0,0,0,0,0,0,1,0
584,'2024/02/21 17:43:43:488',10,11.820142,1.241081,8.089773,7.963782,-0.098062,3.137598,3.201691,0,0,0,0,0,0,1,0
585,'2024/02/21 17:43:43:517',10,11.816455,1.270128,8.265941,8.12872,-0.103141,3.245315,3.301798,0,0,0,0,0,0,1,0
586,'2024/02/21 17:43:43:552',10,11.814883,1.223867,8.258434,8.126225,-0.095953,3.091011,3.155123,0,0,0,0,0,0,1,0
587,'2024/02/21 17:43:43:587',10,11.83979,1.2126,8.355899,8.229457,-0.100236,3.129993,3.186753,0,0,0,0,0,0,1,0
588,'2024/02/21 17:43:43:622',10,11.849087,1.217933,8.270556,8.147319,-0.096254,3.080468,3.139101,0,0,0,0,0,0,1,0
589,'2024/02/21 17:43:43:651',10,11.923341,1.211821,8.348317,8.22238,-0.091256,3.124527,3.19388,0,0,0,0,0,0,1,0
590,'2024/02/21 17:43:43:686',10,11.867628,1.224251,8.310225,8.178684,-0.097316,3.043446,3.099529,0,0,0,0,0,0,1,0
591,'2024/02/21 17:43:43:720',10,11.919272,1.238442,8.306009,8.168761,-0.096711,3.080606,3.134345,0,0,0,0,0,0,1,0
592,'2024/02/21 17:43:43:755',10,12.022861,1.24786,8.339536,8.214141,-0.090922,3.004225,3.066646,0,0,0,0,0,0,1,0
593,'2024/02/21 17:43:43:784',10,12.029584,1.264654,8.322255,8.183778,-0.089457,3.033657,3.096155,0,0,0,0,0,0,1,0
594,'2024/02/21 17:43:43:819',10,12.036635,1.251449,8.331843,8.201283,-0.093078,3.063675,3.127923,0,0,0,0,0,0,1,0
595,'2024/02/21 17:43:43:854',10,11.883777,1.229967,8.339478,8.212728,-0.093757,3.026881,3.088716,0,0,0,0,0,0,1,0
596,'2024/02/21 17:43:43:889',10,11.839506,1.248063,8.321469,8.190834,-0.096495,3.047398,3.104805,0,0,0,0,0,0,1,0
597,'2024/02/21 17:43:43:918',10,11.831933,1.241041,8.327188,8.192678,-0.087886,3.056045,3.117205,0,0,0,0,0,0,1,0
598,'2024/02/21 17:43:43:953',10,11.796908,1.267007,8.311658,8.172307,-0.087896,3.013775,3.075583,0,0,0,0,0,0,1,0
599,'2024/02/21 17:43:43:987',10,11.881214,1.273609,8.326311,8.193556,-0.091228,3.071622,3.137496,0,0,0,0,0,0,1,0
600,'2024/02/21 17:43:44:022',10,11.793195,1.260215,8.298729,8.158564,-0.08337,3.060173,3.1286,0,0,0,0,0,0,1,0
601,'2024/02/21 17:43:44:051',10,11.729679,1.261783,8.303788,8.17773,-0.087607,3.118012,3.186452,0,0,0,0,0,0,1,0
602,'2024/02/21 17:43:44:086',10,11.721158,1.238924,8.304606,8.170763,-0.082303,3.070859,3.14434,0,0,0,0,0,0,1,0
603,'2024/02/21 17:43:44:121',10,11.734687,1.243278,8.295706,8.158438,-0.082637,3.118435,3.187742,0,0,0,0,0,0,1,0
604,'2024/02/21 17:43:44:156',10,11.767201,1.257425,8.301023,8.163145,-0.082364,3.069552,3.133859,0,0,0,0,0,0,1,0
605,'2024/02/21 17:43:44:185',10,11.799991,1.26101,8.354045,8.2232,-0.087847,3.079813,3.148398,0,0,0,0,0,0,1,0
606,'2024/02/21 17:43:44:220',10,11.896127,1.252328,8.385599,8.259564,-0.092193,2.999108,3.062865,0,0,0,0,0,0,1,0
607,'2024/02/21 17:43:44:254',10,11.953259,1.277556,8.389763,8.259616,-0.098584,3.056817,3.11241,0,0,0,0,0,0,1,0
608,'2024/02/21 17:43:44:284',10,11.821151,1.290709,8.367296,8.23134,-0.103052,3.046029,3.089532,0,0,0,0,0,0,1,0
609,'2024/02/21 17:43:44:318',10,11.903211,1.257329,8.378269,8.240312,-0.099623,3.084346,3.135853,0,0,0,0,0,0,1,0
610,'2024/02/21 17:43:44:353',10,11.817932,1.239269,8.341348,8.213472,-0.095059,3.090848,3.149026,0,0,0,0,0,0,1,0
611,'2024/02/21 17:43:44:388',10,11.731111,1.250226,8.322701,8.185848,-0.095581,3.097167,3.152877,0,0,0,0,0,0,1,0
612,'2024/02/21 17:43:44:417',10,11.800554,1.243573,8.284325,8.147995,-0.097251,3.160162,3.210799,0,0,0,0,0,0,1,0
613,'2024/02/21 17:43:44:452',10,11.740759,1.243752,8.287023,8.155272,-0.095744,3.117909,3.171133,0,0,0,0,0,0,1,0
614,'2024/02/21 17:43:44:487',10,11.714934,1.246583,8.285772,8.145607,-0.097316,3.089496,3.131292,0,0,0,0,0,0,1,0
615,'2024/02/21 17:43:44:521',10,11.875126,1.23308,8.353601,8.223115,-0.092295,3.018333,3.066252,0,0,0,0,0,0,1,0
616,'2024/02/21 17:43:44:556',10,11.737806,1.229435,8.269904,8.126985,-0.091108,3.135358,3.186242,0,0,0,0,0,0,1,0
617,'2024/02/21 17:43:44:585',10,11.844989,1.268161,8.283627,8.145452,-0.096562,3.167437,3.214658,0,0,0,0,0,0,1,0
618,'2024/02/21 17:43:44:626',10,11.86969,1.246698,8.324325,8.191979,-0.095239,3.1233,3.179544,0,0,0,0,0,0,1,0
619,'2024/02/21 17:43:44:655',10,11.736931,1.235748,8.3068,8.176813,-0.096002,3.073425,3.129507,0,0,0,0,0,0,1,0
620,'2024/02/21 17:43:44:684',10,11.7934,1.242922,8.254327,8.114038,-0.096679,3.203167,3.248588,0,0,0,0,0,0,1,0
621,'2024/02/21 17:43:44:719',10,11.793955,1.2678,8.236208,8.09876,-0.098853,3.146636,3.192297,0,0,0,0,0,0,1,0
622,'2024/02/21 17:43:44:748',10,11.838062,1.272014,8.264769,8.127598,-0.093448,3.195305,3.247631,0,0,0,0,0,0,1,0
623,'2024/02/21 17:43:44:783',10,11.822846,1.279656,8.239027,8.102303,-0.092336,3.044181,3.088945,0,0,0,0,0,0,1,0
624,'2024/02/21 17:43:44:817',10,11.891384,1.261816,8.294068,8.157923,-0.093758,3.259389,3.305514,0,0,0,0,0,0,1,0
625,'2024/02/21 17:43:44:852',10,11.871037,1.26724,8.346964,8.214412,-0.091442,3.01978,3.074788,0,0,0,0,0,0,1,0
626,'2024/02/21 17:43:44:887',10,11.817445,1.250106,8.271421,8.136564,-0.100405,3.26387,3.314026,0,0,0,0,0,0,1,0
627,'2024/02/21 17:43:44:922',10,11.816068,1.269197,8.257257,8.118699,-0.09473,3.084981,3.130245,0,0,0,0,0,0,1,0
628,'2024/02/21 17:43:44:951',10,11.848802,1.275785,8.301318,8.171865,-0.09779,3.220057,3.272177,0,0,0,0,0,0,1,0
629,'2024/02/21 17:43:44:986',10,11.710568,1.252137,8.203973,8.068783,-0.099897,3.107199,3.157415,0,0,0,0,0,0,1,0
630,'2024/02/21 17:43:45:021',10,11.724404,1.264314,8.292122,8.157656,-0.097821,3.255771,3.312401,0,0,0,0,0,0,1,0
631,'2024/02/21 17:43:45:055',10,11.70874,1.2487,8.253699,8.124783,-0.101178,3.122798,3.179709,0,0,0,0,0,0,1,0
632,'2024/02/21 17:43:45:056',10,11.70874,1.2487,8.253699,8.124783,-0.101178,3.122798,3.179709,0,0,0,0,0,0,1,0
633,'2024/02/21 17:43:45:085',10,11.697606,1.228042,8.230558,8.102576,-0.100586,3.283416,3.341168,0,0,0,0,0,0,1,0
634,'2024/02/21 17:43:45:119',10,11.81053,1.24162,8.208271,8.081095,-0.098168,3.16842,3.226887,0,0,0,0,0,0,1,0
635,'2024/02/21 17:43:45:154',10,11.85147,1.233419,8.304914,8.17697,-0.091612,3.189024,3.245584,0,0,0,0,0,0,1,0
636,'2024/02/21 17:43:45:189',10,11.726548,1.22945,8.239284,8.106125,-0.091669,3.182722,3.237732,0,0,0,0,0,0,1,0
637,'2024/02/21 17:43:45:218',10,11.723781,1.227712,8.294203,8.153309,-0.091069,3.173964,3.228909,0,0,0,0,0,0,1,0
638,'2024/02/21 17:43:45:253',10,11.727194,1.223251,8.335279,8.187125,-0.085072,3.014819,3.064179,0,0,0,0,0,0,1,0
639,'2024/02/21 17:43:45:288',10,11.69518,1.235462,8.329838,8.187392,-0.084822,3.103667,3.147812,0,0,0,0,0,0,1,0
640,'2024/02/21 17:43:45:317',10,11.631489,1.230381,8.308648,8.161831,-0.091348,3.108117,3.152161,0,0,0,0,0,0,1,0
641,'2024/02/21 17:43:45:352',10,11.7222,1.23248,8.348529,8.207555,-0.08327,3.093176,3.147618,0,0,0,0,0,0,1,0
642,'2024/02/21 17:43:45:386',10,11.704502,1.24323,8.295882,8.150491,-0.092741,3.079424,3.120525,0,0,0,0,0,0,1,0
643,'2024/02/21 17:43:45:422',10,11.874072,1.251635,8.309642,8.166059,-0.089984,3.122061,3.174446,0,0,0,0,0,0,1,0
644,'2024/02/21 17:43:45:450',10,11.847552,1.240636,8.293513,8.146119,-0.092967,3.100153,3.150604,0,0,0,0,0,0,1,0
776,'2024/02/21 17:44:07:974',13,12.891298,7.472187,7.089675,6.998965,0.029298,3.518135,3.48887,0,0,0,0,0,0,0.03,1
777,'2024/02/21 17:44:08:008',13,12.818328,7.676735,7.019912,6.923387,0.023663,3.523964,3.472623,0,0,0,0,0,0,0.03,1
778,'2024/02/21 17:44:08:037',13,12.85643,7.422893,7.063402,6.979993,0.030872,3.473454,3.421711,0,0,0,0,0,0,0.03,1
779,'2024/02/21 17:44:08:066',13,12.900861,7.486145,7.139712,7.053054,0.028819,3.431003,3.381187,0,0,0,0,0,0,0.03,1
780,'2024/02/21 17:44:08:101',13,12.93659,7.306684,7.093067,7.010846,0.022824,3.48026,3.437628,0,0,0,0,0,0,0.03,1
781,'2024/02/21 17:44:08:153',13,12.835564,7.733737,6.990067,6.905408,0.026823,3.568401,3.527461,0,0,0,0,0,0,0.03,1
782,'2024/02/21 17:44:08:171',13,12.982553,7.302453,7.091122,7.01947,0.023915,3.472099,3.430842,0,0,0,0,0,0,0.03,1
783,'2024/02/21 17:44:08:206',13,12.895345,7.768275,7.109494,7.046614,0.028452,3.446661,3.406945,0,0,0,0,0,0,0.03,1
784,'2024/02/21 17:44:08:252',13,12.939912,7.384496,7.113133,7.032561,0.021739,3.466258,3.426874,0,0,0,0,0,0,0.03,1
785,'2024/02/21 17:44:08:287',13,12.998034,7.307734,7.046808,6.964918,0.023128,3.501226,3.456188,0,0,0,0,0,0,0.03,1
786,'2024/02/21 17:44:08:322',13,12.895043,7.737219,7.129613,7.050351,0.021424,3.486162,3.439994,0,0,0,0,0,0,0.03,1
787,'2024/02/21 17:44:08:357',13,13.147893,7.536159,7.61141,7.525373,0.026412,3.237946,3.207936,0,0,0,0,0,0,0.03,1
788,'2024/02/21 17:44:08:386',13,13.178721,7.689751,7.565629,7.439865,0.01744,3.325624,3.263794,0,0,0,0,0,0,0.03,1
789,'2024/02/21 17:44:08:420',13,13.1536,7.725709,7.63869,7.526917,0.030929,3.338705,3.270267,0,0,0,0,0,0,0.03,1
790,'2024/02/21 17:44:08:438',13,13.107457,7.776559,7.541849,7.417455,0.026083,3.339712,3.267827,0,0,0,0,0,0,0.03,1
791,'2024/02/21 17:44:08:484',13,13.137498,7.772311,7.682656,7.568432,0.029987,3.314313,3.26203,0,0,0,0,0,0,0.03,1
792,'2024/02/21 17:44:08:507',13,13.030672,7.734165,7.466797,7.34479,0.026525,3.438291,3.368577,0,0,0,0,0,0,0.03,1
793,'2024/02/21 17:44:08:554',13,13.0872,7.719034,7.577444,7.449029,0.027107,3.322714,3.25481,0,0,0,0,0,0,0.03,1
794,'2024/02/21 17:44:08:571',13,13.090348,7.593368,7.649768,7.541949,0.030313,3.387029,3.330411,0,0,0,0,0,0,0.03,1
795,'2024/02/21 17:44:08:623',13,13.064059,7.566152,7.49827,7.371094,0.0312,3.430774,3.353427,0,0,0,0,0,0,0.03,1
796,'2024/02/21 17:44:08:641',13,13.167574,7.656041,7.610188,7.489328,0.033546,3.314076,3.252189,0,0,0,0,0,0,0.03,1
797,'2024/02/21 17:44:08:676',13,13.107514,7.643836,7.551365,7.442465,0.027926,3.425695,3.357424,0,0,0,0,0,0,0.03,1
798,'2024/02/21 17:44:08:705',13,13.013467,7.544892,7.553898,7.435786,0.031714,3.337346,3.264059,0,0,0,0,0,0,0.03,1
799,'2024/02/21 17:44:08:751',13,12.964351,7.62655,7.652126,7.542643,0.028045,3.363902,3.298634,0,0,0,0,0,0,0.03,1
800,'2024/02/21 17:44:08:774',13,12.887136,7.534018,7.352953,7.225298,0.029597,3.59329,3.515692,0,0,0,0,0,0,0.03,1
801,'2024/02/21 17:44:08:809',13,12.928606,7.756009,7.540506,7.421544,0.033405,3.314815,3.249032,0,0,0,0,0,0,0.03,1
802,'2024/02/21 17:44:08:850',13,13.018289,7.515079,7.568139,7.46545,0.028997,3.419937,3.368746,0,0,0,0,0,0,0.03,1
803,'2024/02/21 17:44:08:873',13,12.867775,7.724207,7.43602,7.319503,0.030946,3.519023,3.452219,0,0,0,0,0,0,0.03,1
804,'2024/02/21 17:44:08:920',13,12.973956,7.510993,7.469375,7.351266,0.034558,3.349603,3.281578,0,0,0,0,0,0,0.03,1
805,'2024/02/21 17:44:08:943',13,13.060077,7.85786,7.567541,7.466308,0.024706,3.366796,3.306602,0,0,0,0,0,0,0.03,1
806,'2024/02/21 17:44:08:972',13,12.9813,7.583198,7.352514,7.23267,0.031562,3.549879,3.483682,0,0,0,0,0,0,0.03,1
807,'2024/02/21 17:44:09:007',13,13.046874,7.711613,7.499772,7.382904,0.027631,3.330758,3.260425,0,0,0,0,0,0,0.03,1
808,'2024/02/21 17:44:09:042',13,13.052956,7.541982,7.546217,7.447097,0.027569,3.402501,3.345636,0,0,0,0,0,0,0.03,1
809,'2024/02/21 17:44:09:071',13,12.949958,7.69949,7.365946,7.253592,0.032203,3.537003,3.4661,0,0,0,0,0,0,0.03,1
810,'2024/02/21 17:44:09:117',13,13.141724,7.55933,7.471032,7.356519,0.039803,3.304641,3.240849,0,0,0,0,0,0,0.03,1
811,'2024/02/21 17:44:09:140',13,13.131949,7.863113,7.669147,7.57701,0.032815,3.301355,3.257988,0,0,0,0,0,0,0.03,1
812,'2024/02/21 17:44:09:187',13,13.013058,7.729939,7.306637,7.18211,0.039094,3.640112,3.57522,0,0,0,0,0,0,0.03,1
813,'2024/02/21 17:44:09:210',13,13.16098,7.783324,7.514757,7.403555,0.037226,3.31561,3.256387,0,0,0,0,0,0,0.03,1
814,'2024/02/21 17:44:09:250',13,13.094986,7.95793,7.577749,7.470647,0.038455,3.400325,3.340716,0,0,0,0,0,0,0.03,1
815,'2024/02/21 17:44:09:252',13,13.094986,7.95793,7.577749,7.470647,0.038455,3.400325,3.340716,0,0,0,0,0,0,0.03,1
816,'2024/02/21 17:44:09:274',13,13.087286,7.607642,7.418344,7.298942,0.040151,3.488829,3.422607,0,0,0,0,0,0,0.03,1
817,'2024/02/21 17:44:09:326',13,13.010891,7.93786,7.497415,7.380097,0.035064,3.293007,3.223988,0,0,0,0,0,0,0.03,1
818,'2024/02/21 17:44:09:338',13,13.011986,7.713326,7.652594,7.559018,0.032371,3.342149,3.297062,0,0,0,0,0,0,0.03,1
819,'2024/02/21 17:44:09:384',13,12.910864,7.814101,7.387485,7.261922,0.040751,3.565732,3.505584,0,0,0,0,0,0,0.03,1
820,'2024/02/21 17:44:09:408',13,13.046112,7.859117,7.500597,7.383542,0.035153,3.350826,3.285347,0,0,0,0,0,0,0.03,1
821,'2024/02/21 17:44:09:442',13,13.121406,7.881238,7.607651,7.507834,0.035601,3.380581,3.329024,0,0,0,0,0,0,0.03,1
822,'2024/02/21 17:44:09:489',13,13.036043,7.610923,7.391992,7.270554,0.042517,3.568255,3.520239,0,0,0,0,0,0,0.03,1
823,'2024/02/21 17:44:09:506',13,13.035973,8.082896,7.485199,7.365899,0.030344,3.32413,3.263233,0,0,0,0,0,0,0.03,1
824,'2024/02/21 17:44:09:541',13,13.015264,7.907372,7.556618,7.451553,0.032936,3.407685,3.353459,0,0,0,0,0,0,0.03,1
825,'2024/02/21 17:44:09:576',13,13.044874,7.539787,7.387453,7.262437,0.03418,3.532298,3.456805,0,0,0,0,0,0,0.03,1
826,'2024/02/21 17:44:09:622',13,12.986958,8.032166,7.506747,7.387731,0.035209,3.320001,3.245572,0,0,0,0,0,0,0.03,1
827,'2024/02/21 17:44:09:639',13,13.015402,7.827151,7.567766,7.468447,0.029048,3.418128,3.360253,0,0,0,0,0,0,0.03,1
828,'2024/02/21 17:44:09:674',13,12.960047,7.805952,7.381568,7.266079,0.034841,3.532206,3.464384,0,0,0,0,0,0,0.03,1
829,'2024/02/21 17:44:09:709',13,13.058403,7.846996,7.495781,7.37074,0.027842,3.335755,3.274511,0,0,0,0,0,0,0.03,1
830,'2024/02/21 17:44:09:755',13,13.064241,7.582096,7.589767,7.491578,0.02474,3.377697,3.333062,0,0,0,0,0,0,0.03,1
831,'2024/02/21 17:44:09:773',13,12.850876,7.983382,7.373807,7.247688,0.033971,3.560797,3.488076,0,0,0,0,0,0,0.03,1
832,'2024/02/21 17:44:09:819',13,13.045766,7.745264,7.478158,7.360804,0.029278,3.327049,3.262933,0,0,0,0,0,0,0.03,1
833,'2024/02/21 17:44:09:843',13,13.020474,7.771821,7.567216,7.455477,0.033882,3.405924,3.34862,0,0,0,0,0,0,0.03,1
834,'2024/02/21 17:44:09:872',13,13.058328,7.577322,7.400695,7.27177,0.03769,3.503711,3.427794,0,0,0,0,0,0,0.03,1
835,'2024/02/21 17:44:09:906',13,13.144654,7.759207,7.546014,7.421214,0.041053,3.274079,3.209603,0,0,0,0,0,0,0.03,1
836,'2024/02/21 17:44:09:941',13,13.05724,7.840182,7.610835,7.502064,0.038298,3.370066,3.311371,0,0,0,0,0,0,0.03,1
837,'2024/02/21 17:44:09:976',13,13.031522,7.693218,7.427527,7.30486,0.042771,3.459113,3.378553,0,0,0,0,0,0,0.03,1
838,'2024/02/21 17:44:10:022',13,13.160994,7.85491,7.559466,7.430846,0.043877,3.323174,3.255452,0,0,0,0,0,0,0.03,1
839,'2024/02/21 17:44:10:040',13,13.190884,7.534543,7.627221,7.508065,0.043992,3.348397,3.282581,0,0,0,0,0,0,0.03,1
840,'2024/02/21 17:44:10:075',13,12.893503,7.887144,7.462601,7.328209,0.056881,3.509785,3.438969,0,0,0,0,0,0,0.03,1
841,'2024/02/21 17:44:10:110',13,13.059132,7.571466,7.532494,7.401476,0.050361,3.361006,3.292323,0,0,0,0,0,0,0.03,1
842,'2024/02/21 17:44:10:139',13,13.070888,7.961165,7.671791,7.559553,0.049369,3.391404,3.333289,0,0,0,0,0,0,0.03,1
843,'2024/02/21 17:44:10:173',13,13.061694,7.492649,7.400166,7.264601,0.046941,3.514639,3.432891,0,0,0,0,0,0,0.03,1
844,'2024/02/21 17:44:10:208',13,12.990904,8.129333,7.638767,7.519168,0.045754,3.274751,3.210328,0,0,0,0,0,0,0.03,1
845,'2024/02/21 17:44:10:255',13,12.937979,7.903111,7.45829,7.345331,0.030608,3.459267,3.389695,0,0,0,0,0,0,0.03,1
846,'2024/02/21 17:44:10:272',13,12.901938,7.794854,7.465585,7.342553,0.033001,3.425997,3.351617,0,0,0,0,0,0,0.03,1
847,'2024/02/21 17:44:10:307',13,13.062118,7.550923,7.570217,7.45001,0.033361,3.290271,3.210725,0,0,0,0,0,0,0.03,1
848,'2024/02/21 17:44:10:353',13,12.861931,8.005369,7.520395,7.410683,0.034537,3.452393,3.389384,0,0,0,0,0,0,0.03,1
849,'2024/02/21 17:44:10:371',13,12.931943,7.64756,7.508911,7.383533,0.038683,3.379648,3.296422,0,0,0,0,0,0,0.03,1
850,'2024/02/21 17:44:10:406',13,13.009336,7.654874,7.543074,7.42251,0.038389,3.268883,3.196289,0,0,0,0,0,0,0.03,1
851,'2024/02/21 17:44:10:441',13,13.013178,7.802285,7.68092,7.566196,0.037713,3.313505,3.256926,0,0,0,0,0,0,0.03,1
852,'2024/02/21 17:44:10:475',13,12.996744,7.651318,7.388424,7.267534,0.033584,3.539064,3.474203,0,0,0,0,0,0,0.03,1
853,'2024/02/21 17:44:10:522',13,13.023853,7.707501,7.558219,7.425601,0.02999,3.270488,3.213283,0,0,0,0,0,0,0.03,1
854,'2024/02/21 17:44:10:539',13,13.026832,7.694965,7.649828,7.549694,0.037762,3.322552,3.280325,0,0,0,0,0,0,0.03,1
855,'2024/02/21 17:44:10:574',13,12.940266,7.541563,7.34116,7.211454,0.030439,3.566344,3.507097,0,0,0,0,0,0,0.03,1
856,'2024/02/21 17:44:10:603',13,12.96976,7.875401,7.57152,7.456011,0.035251,3.280758,3.226938,0,0,0,0,0,0,0.03,1
857,'2024/02/21 17:44:10:644',13,13.181204,6.595604,7.512221,7.39718,0.020262,3.407907,3.354371,0,0,0,0,0,0,0.03,1
858,'2024/02/21 17:44:10:673',13,13.696551,4.029829,7.275488,7.183098,0.014137,3.58008,3.536128,0,0,0,0,0,0,0.03,1
859,'2024/02/21 17:44:10:708',13,13.766473,3.978463,7.411124,7.315724,-0.006323,3.358999,3.322905,0,0,0,0,0,0,0.03,1
860,'2024/02/21 17:44:10:742',13,13.80863,4.074483,7.365395,7.274782,0.011184,3.564967,3.531357,0,0,0,0,0,0,0.03,1
861,'2024/02/21 17:44:10:771',13,13.677493,4.009657,7.310332,7.199516,0.009826,3.422586,3.362943,0,0,0,0,0,0,0.03,1
862,'2024/02/21 17:44:10:818',13,13.835677,4.096611,7.509149,7.413268,0.003768,3.296749,3.257843,0,0,0,0,0,0,0.03,1
863,'2024/02/21 17:44:10:841',13,13.7579,4.076509,7.273744,7.18161,0.017322,3.540093,3.50763,0,0,0,0,0,0,0.03,1
864,'2024/02/21 17:44:10:870',13,13.791618,4.092415,7.503256,7.401587,0.010695,3.300397,3.262049,0,0,0,0,0,0,0.03,1
865,'2024/02/21 17:44:10:905',13,13.670835,4.008566,7.289012,7.198515,0.017401,3.589579,3.552184,0,0,0,0,0,0,0.03,1
866,'2024/02/21 17:44:10:940',13,13.822287,4.114269,7.468481,7.367941,0.013906,3.292576,3.258115,0,0,0,0,0,0,0.03,1
867,'2024/02/21 17:44:10:975',13,13.717279,4.000355,7.379071,7.292737,0.00975,3.475375,3.437569,0,0,0,0,0,0,0.03,1
868,'2024/02/21 17:44:11:009',13,13.832068,4.159383,7.418791,7.323533,0.009419,3.338554,3.29409,0,0,0,0,0,0,0.03,1
869,'2024/02/21 17:44:11:038',13,13.933144,4.071843,7.432645,7.345927,0.005814,3.385645,3.347593,0,0,0,0,0,0,0.03,1
870,'2024/02/21 17:44:11:073',13,13.872849,4.114268,7.37312,7.283998,0.012357,3.509005,3.470643,0,0,0,0,0,0,0.03,1
871,'2024/02/21 17:44:11:108',13,13.846255,4.191102,7.379969,7.285623,0.004312,3.367094,3.325281,0,0,0,0,0,0,0.03,1
872,'2024/02/21 17:44:11:143',13,13.886549,4.183271,7.474738,7.389143,0.011385,3.349868,3.31794,0,0,0,0,0,0,0.03,1
873,'2024/02/21 17:44:11:172',13,13.811357,4.199228,7.387359,7.300517,0.009844,3.428154,3.395072,0,0,0,0,0,0,0.03,1
874,'2024/02/21 17:44:11:207',13,13.88701,4.056787,7.470818,7.381581,0.003758,3.35169,3.320484,0,0,0,0,0,0,0.03,1
875,'2024/02/21 17:44:11:242',13,13.776817,4.102847,7.349846,7.25979,0.016921,3.495836,3.446422,0,0,0,0,0,0,0.03,1
876,'2024/02/21 17:44:11:271',13,13.845045,4.04905,7.457304,7.361497,0.009695,3.36464,3.313141,0,0,0,0,0,0,0.03,1
877,'2024/02/21 17:44:11:305',13,13.820822,4.164548,7.314918,7.215509,0.011124,3.461612,3.419628,0,0,0,0,0,0,0.03,1
878,'2024/02/21 17:45:31:571',14,10.335841,1.115811,8.017801,7.935497,0.288749,4.056099,4.17756,0,0,0,1,-0.00081,0,0.135489,0
879,'2024/02/21 17:45:31:625',14,9.873961,1.072519,8.045266,7.998913,0.28467,4.041452,4.182959,0,0,0,1,-0.00081,0,0.135489,0
880,'2024/02/21 17:45:31:634',14,10.232738,1.069662,8.051903,7.988501,0.278884,4.041446,4.17295,0,0,0,1,-0.00081,0,0.135489,0
