@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
176,'2024/02/21 17:42:54:332',4,15.240899,1.054097,8.159956,8.114996,-0.071838,2.630419,2.653417,0,0,0,0,0,1,0,0
177,'2024/02/21 17:42:54:367',4,15.270857,1.024175,8.078107,8.037815,-0.075575,2.757609,2.769624,0,0,0,0,0,1,0,0
178,'2024/02/21 17:42:54:402',4,15.33149,1.06346,8.111837,8.055396,-0.078753,2.713132,2.715929,0,0,0,0,0,1,0,0
179,'2024/02/21 17:42:54:436',4,15.398446,1.058998,8.136274,8.084378,-0.089403,2.734205,2.726237,0,0,0,0,0,1,0,0
180,'2024/02/21 17:42:54:471',4,15.365875,1.050502,8.155335,8.105265,-0.078575,2.647283,2.6492,0,0,0,0,0,1,0,0
181,'2024/02/21 17:42:54:506',4,15.398434,1.054393,8.188053,8.13867,-0.077925,2.678865,2.674801,0,0,0,0,0,1,0,0
182,'2024/02/21 17:42:54:535',4,15.283772,1.068131,8.180981,8.133359,-0.073275,2.662136,2.653467,0,0,0,0,0,1,0,0
183,'2024/02/21 17:43:01:669',5,20.230379,4.554795,7.138485,7.106767,0.114712,2.86608,2.957177,0,0,0,0,1,0,0,0
184,'2024/02/21 17:43:01:704',5,20.564873,4.98613,7.372677,7.328831,0.075429,2.541144,2.638336,0,0,0,0,1,0,0,0
185,'2024/02/21 17:43:01:733',5,20.638893,4.533934,7.323742,7.264307,0.117351,2.714643,2.808481,0,0,0,0,1,0,0,0
186,'2024/02/21 17:43:01:768',5,20.585428,4.862552,7.351096,7.304801,0.091265,2.644628,2.740913,0,0,0,0,1,0,0,0
187,'2024/02/21 17:43:01:803',5,20.826963,4.47312,7.312548,7.261257,0.111184,2.611642,2.696024,0,0,0,0,1,0,0,0
188,'2024/02/21 17:43:01:838',5,20.613518,4.602064,7.265767,7.223834,0.10268,2.692207,2.772241,0,0,0,0,1,0,0,0
189,'2024/02/21 17:43:01:867',5,20.776499,4.702084,7.456168,7.389988,0.103534,2.463639,2.562211,0,0,0,0,1,0,0,0
190,'2024/02/21 17:43:01:902',5,20.525639,4.974285,7.383072,7.319333,0.095425,2.484894,2.584781,0,0,0,0,1,0,0,0
191,'2024/02/21 17:43:01:937',5,20.736893,4.668963,7.408286,7.3436,0.124504,2.583589,2.688912,0,0,0,0,1,0,0,0
192,'2024/02/21 17:43:01:971',5,20.648151,4.823283,7.362807,7.297588,0.09909,2.513836,2.594597,0,0,0,0,1,0,0,0
193,'2024/02/21 17:43:02:000',5,20.482475,4.637759,7.395907,7.33497,0.125138,2.525716,2.616067,0,0,0,0,1,0,0,0
194,'2024/02/21 17:43:02:041',5,20.650482,4.875552,7.390248,7.330628,0.108189,2.580025,2.67722,0,0,0,0,1,0,0,0
195,'2024/02/21 17:43:02:070',5,20.853416,4.794856,7.42333,7.352063,0.103567,2.535206,2.618757,0,0,0,0,1,0,0,0
196,'2024/02/21 17:43:02:105',5,20.39304,4.52761,7.361962,7.302522,0.133372,2.617601,2.708686,0,0,0,0,1,0,0,0
197,'2024/02/21 17:43:02:134',5,20.71402,4.68923,7.428695,7.362563,0.118865,2.613567,2.703721,0,0,0,0,1,0,0,0
198,'2024/02/21 17:43:02:169',5,20.636385,4.573494,7.368427,7.297512,0.112935,2.615104,2.696008,0,0,0,0,1,0,0,0
199,'2024/02/21 17:43:02:204',5,20.675011,4.639461,7.34578,7.273677,0.0998,2.621937,2.697511,0,0,0,0,1,0,0,0
200,'2024/02/21 17:43:02:238',5,20.683022,4.5717,7.373603,7.300874,0.112085,2.617124,2.69966,0,0,0,0,1,0,0,0
201,'2024/02/21 17:43:02:267',5,20.485304,4.877297,7.373265,7.31076,0.093319,2.549872,2.641574,0,0,0,0,1,0,0,0
202,'2024/02/21 17:43:02:302',5,20.68277,4.977472,7.526845,7.457677,0.105711,2.413715,2.520869,0,0,0,0,1,0,0,0
203,'2024/02/21 17:43:02:337',5,20.66013,4.901148,7.267947,7.222461,0.094694,2.637734,2.728791,0,0,0,0,1,0,0,0
204,'2024/02/21 17:43:02:372',5,20.603765,4.687022,7.463734,7.400049,0.124514,2.426763,2.522452,0,0,0,0,1,0,0,0
205,'2024/02/21 17:43:02:401',5,20.568892,4.58754,7.337061,7.285586,0.105368,2.597321,2.68178,0,0,0,0,1,0,0,0
206,'2024/02/21 17:43:02:436',5,20.535988,4.427159,7.332167,7.262675,0.114418,2.636213,2.713427,0,0,0,0,1,0,0,0
207,'2024/02/21 17:43:02:471',5,20.610914,4.663198,7.353962,7.293281,0.09631,2.613986,2.693929,0,0,0,0,1,0,0,0
208,'2024/02/21 17:43:02:505',5,20.45772,4.499695,7.434502,7.371402,0.12598,2.512246,2.602289,0,0,0,0,1,0,0,0
209,'2024/02/21 17:43:02:534',5,20.5553,4.651926,7.369309,7.314665,0.104925,2.613068,2.70911,0,0,0,0,1,0,0,0
210,'2024/02/21 17:43:02:569',5,20.55522,4.368895,7.29545,7.23145,0.119605,2.683581,2.758381,0,0,0,0,1,0,0,0
211,'2024/02/21 17:43:02:604',5,20.57192,4.557706,7.344717,7.297739,0.10333,2.651765,2.73403,0,0,0,0,1,0,0,0
212,'2024/02/21 17:43:02:639',5,20.556599,4.923878,7.437241,7.36526,0.10666,2.563857,2.676924,0,0,0,0,1,0,0,0
213,'2024/02/21 17:43:02:668',5,20.400738,4.563537,7.40574,7.349309,0.133683,2.661223,2.762851,0,0,0,0,1,0,0,0
214,'2024/02/21 17:43:02:703',5,20.575943,4.673095,7.355091,7.297324,0.111798,2.707497,2.800933,0,0,0,0,1,0,0,0
215,'2024/02/21 17:43:02:738',5,20.687462,4.506265,7.410672,7.336163,0.133097,2.597626,2.700695,0,0,0,0,1,0,0,0
216,'2024/02/21 17:43:04:102',6,20.773258,4.584372,7.397189,7.335986,0.061752,2.51395,2.531086,0,0,0,0,1,0,0,0
217,'2024/02/21 17:43:04:137',6,20.844948,4.513757,7.350091,7.298203,0.04795,2.522903,2.556837,0,0,0,0,1,0,0,0
218,'2024/02/21 17:43:04:171',6,20.849499,4.61494,7.342763,7.274748,0.056604,2.475914,2.499976,0,0,0,0,1,0,0,0
219,'2024/02/21 17:43:04:200',6,20.596163,4.550312,7.50975,7.459272,0.07017,2.526826,2.544224,0,0,0,0,1,0,0,0
220,'2024/02/21 17:43:04:235',6,20.601648,4.661262,7.566477,7.509351,0.092653,2.446123,2.503926,0,0,0,0,1,0,0,0
221,'2024/02/21 17:43:04:270',6,20.686674,4.62342,7.580676,7.504979,0.089372,2.472166,2.534058,0,0,0,0,1,0,0,0
222,'2024/02/21 17:43:04:299',6,20.606558,4.594128,7.536127,7.49913,0.083527,2.433534,2.537359,0,0,0,0,1,0,0,0
223,'2024/02/21 17:43:04:334',6,20.523684,4.556926,7.538271,7.504119,0.074526,2.385383,2.507315,0,0,0,0,1,0,0,0
224,'2024/02/21 17:43:04:369',6,20.238268,4.60844,7.359928,7.32057,0.077355,2.666671,2.782891,0,0,0,0,1,0,0,0
225,'2024/02/21 17:43:04:404',6,20.775564,4.570736,7.38066,7.358679,0.057212,2.495203,2.636007,0,0,0,0,1,0,0,0
226,'2024/02/21 17:43:04:438',6,20.592085,4.78861,7.412253,7.39482,0.051326,2.552778,2.69487,0,0,0,0,1,0,0,0
227,'2024/02/21 17:43:04:467',6,20.769426,4.788264,7.35149,7.359457,0.054906,2.462691,2.643371,0,0,0,0,1,0,0,0
228,'2024/02/21 17:43:04:502',6,20.780491,4.656475,7.436248,7.421302,0.037149,2.423898,2.585587,0,0,0,0,1,0,0,0
229,'2024/02/21 17:43:04:537',6,20.847239,4.619288,7.456691,7.428734,0.030373,2.362244,2.529243,0,0,0,0,1,0,0,0
230,'2024/02/21 17:43:04:573',6,20.667515,4.580235,7.314488,7.285792,0.02732,2.652191,2.818462,0,0,0,0,1,0,0,0
231,'2024/02/21 17:43:04:601',6,20.775536,4.61614,7.425915,7.396866,0.030036,2.497834,2.647061,0,0,0,0,1,0,0,0
232,'2024/02/21 17:43:04:636',6,20.915789,4.598869,7.468462,7.430683,0.033408,2.413971,2.566128,0,0,0,0,1,0,0,0
233,'2024/02/21 17:43:04:671',6,20.739618,4.603372,7.356358,7.338213,0.030408,2.574802,2.728248,0,0,0,0,1,0,0,0
234,'2024/02/21 17:43:04:700',6,20.694908,4.819434,7.492853,7.455881,0.03563,2.431694,2.570927,0,0,0,0,1,0,0,0
235,'2024/02/21 17:43:04:735',6,20.553709,4.911941,7.522574,7.51032,0.043444,2.234503,2.383282,0,0,0,0,1,0,0,0
236,'2024/02/21 17:43:04:769',6,20.170916,5.54493,7.543565,7.52754,0.04858,2.209052,2.351408,0,0,0,0,1,0,0,0
237,'2024/02/21 17:43:04:804',6,20.267248,5.342106,7.584777,7.564121,0.076386,2.144635,2.291357,0,0,0,0,1,0,0,0
238,'2024/02/21 17:43:04:839',6,19.918158,5.457872,7.631193,7.614899,0.085998,2.240133,2.386881,0,0,0,0,1,0,0,0
239,'2024/02/21 17:43:04:868',6,20.263027,5.291792,7.783398,7.726627,0.094366,2.043059,2.16051,0,0,0,0,1,0,0,0
240,'2024/02/21 17:43:04:903',6,20.517223,5.099801,7.513264,7.450774,0.117471,2.457928,2.593565,0,0,0,0,1,0,0,0
241,'2024/02/21 17:43:04:938',6,20.72637,5.320007,7.436824,7.373417,0.102922,2.47971,2.601073,0,0,0,0,1,0,0,0
242,'2024/02/21 17:43:04:967',6,20.828028,5.554584,7.710856,7.650258,0.083144,2.201366,2.277865,0,0,0,0,1,0,0,0
243,'2024/02/21 17:43:04:967',6,20.828028,5.554584,7.710856,7.650258,0.083144,2.201366,2.277865,0,0,0,0,1,0,0,0
244,'2024/02/21 17:43:05:002',6,20.875193,5.277578,7.670907,7.613223,0.083063,2.314317,2.35935,0,0,0,0,1,0,0,0
245,'2024/02/21 17:43:05:042',6,20.838026,4.800469,7.465238,7.384661,0.081887,2.407327,2.448188,0,0,0,0,1,0,0,0
246,'2024/02/21 17:43:05:071',6,20.777132,5.051785,7.728792,7.625074,0.080386,2.285862,2.327241,0,0,0,0,1,0,0,0
247,'2024/02/21 17:43:05:100',6,20.952126,4.811257,7.529933,7.425135,0.073444,2.378081,2.430928,0,0,0,0,1,0,0,0
248,'2024/02/21 17:43:05:135',6,20.824776,4.844266,7.557833,7.456889,0.075068,2.400378,2.43251,0,0,0,0,1,0,0,0
249,'2024/02/21 17:43:05:170',6,20.752184,5.129241,7.561019,7.478535,0.090104,2.482133,2.504829,0,0,0,0,1,0,0,0
250,'2024/02/21 17:43:05:205',6,20.266064,5.740025,7.765118,7.682569,0.090927,2.358512,2.388256,0,0,0,0,1,0,0,0
251,'2024/02/21 17:43:05:234',6,20.345207,5.627808,7.745276,7.668178,0.08433,2.402581,2.413471,0,0,0,0,1,0,0,0
252,'2024/02/21 17:43:05:268',6,20.558313,5.607527,7.974861,7.867049,0.077367,2.148021,2.163483,0,0,0,0,1,0,0,0
253,'2024/02/21 17:43:05:304',6,20.420429,5.563569,7.90923,7.80103,0.078085,2.169271,2.177515,0,0,0,0,1,0,0,0
254,'2024/02/21 17:43:05:338',6,20.631508,5.175051,7.736992,7.624352,0.079432,2.348813,2.348435,0,0,0,0,1,0,0,0
255,'2024/02/21 17:43:05:367',6,20.374828,4.939277,7.657188,7.563337,0.112921,2.368748,2.388999,0,0,0,0,1,0,0,0
256,'2024/02/21 17:43:05:402',6,20.508394,4.897669,7.555606,7.46624,0.115722,2.433563,2.434801,0,0,0,0,1,0,0,0
257,'2024/02/21 17:43:05:438',6,20.787352,4.910019,7.523247,7.444596,0.09974,2.4717,2.465562,0,0,0,0,1,0,0,0
258,'2024/02/21 17:43:05:473',6,21.023546,4.886041,7.389338,7.308882,0.064671,2.520669,2.496385,0,0,0,0,1,0,0,0
259,'2024/02/21 17:43:05:501',6,20.927671,4.844312,7.579373,7.500966,0.066442,2.510135,2.484698,0,0,0,0,1,0,0,0
260,'2024/02/21 17:43:05:535',6,20.897655,4.689069,7.579653,7.471492,0.056736,2.403167,2.392909,0,0,0,0,1,0,0,0
261,'2024/02/21 17:43:05:570',6,20.891531,4.724989,7.626042,7.536891,0.066422,2.404288,2.409445,0,0,0,0,1,0,0,0
262,'2024/02/21 17:43:05:599',6,20.573191,4.83099,7.47679,7.390353,0.076203,2.584197,2.581049,0,0,0,0,1,0,0,0
263,'2024/02/21 17:43:05:640',6,20.418404,5.038755,7.633611,7.55621,0.101687,2.485368,2.489877,0,0,0,0,1,0,0,0
264,'2024/02/21 17:43:05:669',6,20.290302,4.97055,7.573003,7.510937,0.133208,2.509516,2.505527,0,0,0,0,1,0,0,0
265,'2024/02/21 17:43:05:704',6,20.335037,5.293024,7.795112,7.725785,0.140637,2.366011,2.369827,0,0,0,0,1,0,0,0
266,'2024/02/21 17:43:05:733',6,20.491205,5.092151,7.874196,7.793561,0.162878,2.29549,2.329017,0,0,0,0,1,0,0,0
267,'2024/02/21 17:43:05:734',6,20.491205,5.092151,7.874196,7.793561,0.162878,2.29549,2.329017,0,0,0,0,1,0,0,0
268,'2024/02/21 17:43:05:768',6,20.345318,5.277328,7.816612,7.736569,0.15634,2.379618,2.396596,0,0,0,0,1,0,0,0
269,'2024/02/21 17:43:05:802',6,20.335608,5.230875,7.894877,7.823494,0.146282,2.257974,2.262661,0,0,0,0,1,0,0,0
270,'2024/02/21 17:43:05:837',6,20.229046,5.212411,7.836779,7.781111,0.136016,2.24191,2.263143,0,0,0,0,1,0,0,0
271,'2024/02/21 17:43:05:866',6,20.116743,4.845392,7.59014,7.537504,0.112947,2.386925,2.378757,0,0,0,0,1,0,0,0
272,'2024/02/21 17:43:05:901',6,20.188375,5.136103,7.474396,7.416287,0.098908,2.539289,2.532295,0,0,0,0,1,0,0,0
273,'2024/02/21 17:43:05:936',6,20.507999,5.385947,7.209739,7.165873,0.082349,2.597057,2.588233,0,0,0,0,1,0,0,0
274,'2024/02/21 17:43:05:971',6,20.637726,5.502607,7.290458,7.241026,0.053573,2.520055,2.474356,0,0,0,0,1,0,0,0
275,'2024/02/21 17:43:06:000',6,20.723148,5.343227,7.063806,7.009402,0.042094,2.802651,2.722023,0,0,0,0,1,0,0,0
276,'2024/02/21 17:43:06:041',6,20.622183,5.165594,7.145931,7.118011,0.037571,2.750337,2.730946,0,0,0,0,1,0,0,0
277,'2024/02/21 17:43:06:070',6,20.618731,5.223652,7.125666,7.026731,0.051062,2.873138,2.809068,0,0,0,0,1,0,0,0
278,'2024/02/21 17:43:06:104',6,20.239429,5.148888,7.095711,7.024427,0.059316,2.794853,2.732751,0,0,0,0,1,0,0,0
279,'2024/02/21 17:43:06:133',6,19.806093,5.491235,7.038525,6.982971,0.060757,2.875614,2.826547,0,0,0,0,1,0,0,0
280,'2024/02/21 17:43:06:168',6,19.867502,5.563971,6.991312,6.940401,0.082827,2.87638,2.831016,0,0,0,0,1,0,0,0
281,'2024/02/21 17:43:06:203',6,19.884584,5.845777,7.087034,7.087333,0.122539,2.764494,2.755982,0,0,0,0,1,0,0,0
282,'2024/02/21 17:43:06:238',6,19.958426,6.618949,7.230541,7.236664,0.119224,2.542858,2.554717,0,0,0,0,1,0,0,0
283,'2024/02/21 17:43:06:267',6,19.400551,6.393703,7.253616,7.260481,0.157529,2.492028,2.55961,0,0,0,0,1,0,0,0
284,'2024/02/21 17:43:06:302',6,19.390177,6.267534,7.236446,7.24857,0.165133,2.393097,2.480113,0,0,0,0,1,0,0,0
285,'2024/02/21 17:43:06:337',6,19.237831,6.332971,7.159435,7.16881,0.155587,2.323024,2.403848,0,0,0,0,1,0,0,0
286,'2024/02/21 17:43:06:366',6,17.994316,6.635491,6.997704,7.032148,0.130542,2.35454,2.399634,0,0,0,0,1,0,0,0
287,'2024/02/21 17:43:06:366',6,17.994316,6.635491,6.997704,7.032148,0.130542,2.35454,2.399634,0,0,0,0,1,0,0,0
288,'2024/02/21 17:43:06:400',6,16.014961,6.721522,7.031703,7.098587,0.09362,2.50402,2.519743,0,0,0,0,1,0,0,0
289,'2024/02/21 17:43:06:435',6,15.914316,6.615132,6.820014,6.891586,0.064722,2.677117,2.690831,0,0,0,0,1,0,0,0
290,'2024/02/21 17:43:06:470',6,16.579208,6.939822,7.083197,7.121268,0.062783,2.58424,2.593075,0,0,0,0,1,0,0,0
291,'2024/02/21 17:43:06:505',6,16.499413,6.79687,7.173015,7.224699,0.078992,2.468535,2.493369,0,0,0,0,1,0,0,0
292,'2024/02/21 17:43:06:534',6,17.722057,6.317962,7.053383,7.11864,0.085915,2.481441,2.529395,0,0,0,0,1,0,0,0
293,'2024/02/21 17:43:06:569',6,18.506582,6.540992,7.09689,7.115031,0.07572,2.52594,2.571295,0,0,0,0,1,0,0,0
294,'2024/02/21 17:43:06:604',6,19.964056,5.82824,6.766383,6.72755,0.084721,2.686302,2.696038,0,0,0,0,1,0,0,0
295,'2024/02/21 17:43:06:638',6,20.073284,6.240207,6.886399,6.841515,0.078948,2.665336,2.672102,0,0,0,0,1,0,0,0
296,'2024/02/21 17:43:06:667',6,19.847006,6.237502,6.997403,6.967452,0.079782,2.566778,2.587169,0,0,0,0,1,0,0,0
297,'2024/02/21 17:43:06:702',6,19.638531,6.158087,6.865033,6.823971,0.100499,2.649927,2.638488,0,0,0,0,1,0,0,0
298,'2024/02/21 17:43:06:737',6,19.674215,6.442277,7.152861,7.115096,0.096334,2.492877,2.508885,0,0,0,0,1,0,0,0
299,'2024/02/21 17:43:06:772',6,19.881821,6.3437,7.166774,7.145875,0.106507,2.411833,2.424965,0,0,0,0,1,0,0,0
300,'2024/02/21 17:43:06:801',6,19.651455,6.234285,7.073953,7.050168,0.110817,2.570765,2.605338,0,0,0,0,1,0,0,0
301,'2024/02/21 17:43:06:836',6,19.658737,6.299585,7.220043,7.190103,0.11528,2.436534,2.466746,0,0,0,0,1,0,0,0
302,'2024/02/21 17:43:06:871',6,19.94243,5.92882,7.165071,7.124909,0.113463,2.44992,2.478177,0,0,0,0,1,0,0,0
303,'2024/02/21 17:43:06:900',6,19.66444,5.634428,6.89688,6.870412,0.115391,2.685594,2.738108,0,0,0,0,1,0,0,0
304,'2024/02/21 17:43:06:935',6,20.014986,5.677384,6.981977,6.961847,0.098536,2.60948,2.638863,0,0,0,0,1,0,0,0
305,'2024/02/21 17:43:13:837',7,9.963055,1.006131,8.003899,8.089543,0.273028,3.578172,3.703546,0,0,0,1,0,0,0,0
306,'2024/02/21 17:43:13:866',7,10.908616,1.070029,8.0069,8.053411,0.272411,3.555336,3.671091,0,0,0,1,0,0,0,0
307,'2024/02/21 17:43:13:901',7,10.125551,1.029203,7.931478,8.012285,0.280211,3.61312,3.743352,0,0,0,1,0,0,0,0
308,'2024/02/21 17:43:13:935',7,9.416051,1.048628,7.996334,8.089288,0.269707,3.512596,3.641474,0,0,0,1,0,0,0,0
309,'2024/02/21 17:43:13:970',7,10.600327,1.077181,8.079483,8.138202,0.270074,3.60396,3.733922,0,0,0,1,0,0,0,0
310,'2024/02/21 17:43:14:005',7,9.546422,1.027472,8.592673,8.689816,0.259453,3.288515,3.41744,0,0,0,1,0,0,0,0
311,'2024/02/21 17:43:14:040',7,10.772726,1.042693,8.827879,8.908378,0.256135,3.09991,3.202585,0,0,0,1,0,0,0,0
312,'2024/02/21 17:43:14:069',7,9.893716,1.039314,8.585494,8.673829,0.25062,3.37537,3.478193,0,0,0,1,0,0,0,0
313,'2024/02/21 17:43:14:104',7,10.616174,1.031522,8.558344,8.649524,0.266343,3.365686,3.463113,0,0,0,1,0,0,0,0
314,'2024/02/21 17:43:14:139',7,9.123198,1.005596,8.583051,8.679022,0.265871,3.319496,3.403275,0,0,0,1,0,0,0,0
315,'2024/02/21 17:43:14:167',7,10.953314,1.053604,8.537067,8.599383,0.267293,3.314837,3.401943,0,0,0,1,0,0,0,0
316,'2024/02/21 17:43:14:202',7,9.134867,1.045264,8.635427,8.74332,0.264097,3.278463,3.37162,0,0,0,1,0,0,0,0
317,'2024/02/21 17:43:14:237',7,10.475023,1.01621,8.585615,8.677243,0.272249,3.23311,3.339071,0,0,0,1,0,0,0,0
318,'2024/02/21 17:43:14:272',7,8.935134,1.037673,8.634351,8.731765,0.260278,3.220761,3.312195,0,0,0,1,0,0,0,0
319,'2024/02/21 17:43:14:301',7,10.512018,1.016563,8.586155,8.649183,0.265076,3.357484,3.45096,0,0,0,1,0,0,0,0
320,'2024/02/21 17:43:14:336',7,8.027243,1.09398,8.550541,8.638739,0.249756,3.298026,3.391905,0,0,0,1,0,0,0,0
321,'2024/02/21 17:43:14:371',7,8.119307,0.975302,8.530393,8.634405,0.274782,3.423086,3.514859,0,0,0,1,0,0,0,0
322,'2024/02/21 17:43:14:405',7,7.276028,0.975995,8.458711,8.553069,0.266019,3.245568,3.354474,0,0,0,1,0,0,0,0
323,'2024/02/21 17:43:14:435',7,8.245731,1.049964,8.610475,8.747189,0.264259,3.256652,3.359239,0,0,0,1,0,0,0,0
324,'2024/02/21 17:43:14:470',7,6.925705,0.989983,8.594877,8.684538,0.272202,3.313822,3.411586,0,0,0,1,0,0,0,0
325,'2024/02/21 17:43:14:505',7,8.061593,1.008117,8.527271,8.636691,0.265127,3.334751,3.450439,0,0,0,1,0,0,0,0
326,'2024/02/21 17:43:14:539',7,9.971703,1.081853,8.561068,8.642035,0.25941,3.292094,3.381942,0,0,0,1,0,0,0,0
327,'2024/02/21 17:43:14:568',7,8.524393,0.933946,8.538941,8.624207,0.262857,3.33183,3.423447,0,0,0,1,0,0,0,0
328,'2024/02/21 17:43:14:603',7,10.356645,1.021763,8.559022,8.627732,0.277442,3.257756,3.344632,0,0,0,1,0,0,0,0
329,'2024/02/21 17:43:14:638',7,7.934443,1.08413,8.622007,8.719414,0.261447,3.180017,3.274574,0,0,0,1,0,0,0,0
330,'2024/02/21 17:43:14:672',7,8.360701,0.957187,8.600822,8.704518,0.265161,3.266269,3.363548,0,0,0,1,0,0,0,0
331,'2024/02/21 17:43:14:702',7,7.089909,1.031076,8.642569,8.733502,0.27991,3.192033,3.292009,0,0,0,1,0,0,0,0
332,'2024/02/21 17:43:14:736',7,8.016973,0.977891,8.686792,8.787955,0.288314,3.269061,3.358946,0,0,0,1,0,0,0,0
333,'2024/02/21 17:43:14:771',7,6.66225,1.052384,8.696301,8.790736,0.286359,3.183102,3.289649,0,0,0,1,0,0,0,0
334,'2024/02/21 17:43:14:800',7,7.639876,1.003734,8.641173,8.747959,0.272573,3.22275,3.325811,0,0,0,1,0,0,0,0
335,'2024/02/21 17:43:14:835',7,9.750266,1.025522,8.639896,8.709227,0.272078,3.173722,3.278689,0,0,0,1,0,0,0,0
336,'2024/02/21 17:43:14:870',7,7.136081,0.984719,8.611062,8.686385,0.286288,3.237927,3.338253,0,0,0,1,0,0,0,0
337,'2024/02/21 17:43:14:905',7,7.694612,1.045617,8.630962,8.712573,0.278253,3.148085,3.257809,0,0,0,1,0,0,0,0
338,'2024/02/21 17:43:14:934',7,6.532126,1.095744,8.558164,8.636467,0.258056,3.263948,3.366913,0,0,0,1,0,0,0,0
339,'2024/02/21 17:43:14:968',7,7.23835,1.047123,8.598576,8.695571,0.277164,3.156798,3.256501,0,0,0,1,0,0,0,0
340,'2024/02/21 17:43:15:003',7,6.370817,1.058104,8.579372,8.656796,0.272778,3.256644,3.350936,0,0,0,1,0,0,0,0
341,'2024/02/21 17:43:15:038',7,7.036499,1.070371,8.625717,8.721643,0.284797,3.164459,3.259946,0,0,0,1,0,0,0,0
342,'2024/02/21 17:43:15:067',7,6.231286,1.086034,8.609802,8.673112,0.280014,3.195117,3.290727,0,0,0,1,0,0,0,0
343,'2024/02/21 17:43:15:102',7,6.450265,1.142742,8.562157,8.657464,0.26654,3.16847,3.255879,0,0,0,1,0,0,0,0
344,'2024/02/21 17:43:15:131',7,7.295721,1.060712,8.488738,8.565789,0.262712,3.298118,3.373095,0,0,0,1,0,0,0,0
345,'2024/02/21 17:43:15:166',7,5.717634,1.155962,8.579011,8.639857,0.276834,3.12698,3.206391,0,0,0,1,0,0,0,0
346,'2024/02/21 17:43:15:206',7,6.455147,1.09914,8.477591,8.504843,0.287617,3.277586,3.345347,0,0,0,1,0,0,0,0
347,'2024/02/21 17:43:15:236',7,6.371655,1.1201,8.541985,8.57415,0.29649,3.283077,3.337694,0,0,0,1,0,0,0,0
348,'2024/02/21 17:43:15:270',7,6.720127,1.108918,8.426404,8.433228,0.286261,3.28795,3.351343,0,0,0,1,0,0,0,0
349,'2024/02/21 17:43:15:306',7,6.418486,1.125799,8.469259,8.48349,0.289977,3.303038,3.367235,0,0,0,1,0,0,0,0
350,'2024/02/21 17:43:15:341',7,6.599945,1.153005,8.484025,8.49659,0.277474,3.311272,3.373968,0,0,0,1,0,0,0,0
351,'2024/02/21 17:43:15:369',7,6.475602,1.103251,8.611225,8.609143,0.31254,3.264731,3.318703,0,0,0,1,0,0,0,0
352,'2024/02/21 17:43:15:404',7,6.546571,1.221853,8.563855,8.550816,0.301517,3.238777,3.314239,0,0,0,1,0,0,0,0
353,'2024/02/21 17:43:15:439',7,6.614841,1.089463,8.553988,8.544914,0.305724,3.193519,3.252392,0,0,0,1,0,0,0,0
354,'2024/02/21 17:43:15:468',7,6.671291,1.126314,8.388809,8.363433,0.301741,3.2596,3.318593,0,0,0,1,0,0,0,0
355,'2024/02/21 17:43:15:468',7,6.671291,1.126314,8.388809,8.363433,0.301741,3.2596,3.318593,0,0,0,1,0,0,0,0
356,'2024/02/21 17:43:15:503',7,6.592336,1.208065,8.474556,8.442036,0.320168,3.28141,3.341296,0,0,0,1,0,0,0,0
357,'2024/02/21 17:43:15:538',7,6.86095,1.166701,8.455167,8.40398,0.317444,3.294819,3.345904,0,0,0,1,0,0,0,0
358,'2024/02/21 17:43:15:566',7,7.244691,1.208192,8.456406,8.40414,0.309196,3.310534,3.372508,0,0,0,1,0,0,0,0
359,'2024/02/21 17:43:15:601',7,6.866073,1.187579,8.434613,8.394979,0.312961,3.38159,3.433748,0,0,0,1,0,0,0,0
360,'2024/02/21 17:43:15:636',7,7.101593,1.238035,8.559263,8.511964,0.311316,3.209653,3.278796,0,0,0,1,0,0,0,0
361,'2024/02/21 17:43:15:671',7,6.819528,1.195227,8.462245,8.429534,0.319286,3.270085,3.326369,0,0,0,1,0,0,0,0
362,'2024/02/21 17:43:15:706',7,7.090623,1.196797,8.42406,8.378691,0.302223,3.224002,3.287739,0,0,0,1,0,0,0,0
363,'2024/02/21 17:43:15:735',7,6.560138,1.189769,8.528503,8.481884,0.325724,3.224463,3.279372,0,0,0,1,0,0,0,0
364,'2024/02/21 17:43:15:770',7,6.808092,1.163507,8.521356,8.459445,0.318343,3.265098,3.318533,0,0,0,1,0,0,0,0
365,'2024/02/21 17:43:15:805',7,6.731138,1.189558,8.606564,8.537322,0.32171,3.260387,3.312434,0,0,0,1,0,0,0,0
366,'2024/02/21 17:43:15:839',7,6.574306,1.149822,8.458935,8.407321,0.307629,3.315814,3.363576,0,0,0,1,0,0,0,0
367,'2024/02/21 17:43:15:868',7,6.412131,1.177935,8.693897,8.629004,0.312148,3.173876,3.229117,0,0,0,1,0,0,0,0
368,'2024/02/21 17:43:15:903',7,6.588635,1.180483,8.546682,8.492217,0.324187,3.321174,3.37773,0,0,0,1,0,0,0,0
